,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,CIUDAD,COD_OFI,D_Marzo,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA
1374,M,62909,50.0,MED,CAS,ARICA,138,0,49105,0,168631,15,0,92,1,2000000,NO,FUGA
1375,M,535592,49.0,MED,CAS,ARICA,138,0,195142,0,0,346,0,0,2,700000,NO,FUGA
1376,F,239391,34.0,TEC,VIU,QUILPUE,43,0,153729,0,0,0,0,91,1,2600000,NO,NO FUGA
1377,M,3171246,53.0,TEC,CAS,SANTIAGO,53,0,0,0,0,1697,0,82746,3,8000000,NO,NO FUGA
1378,M,1591867,46.0,MED,CAS,SANTIAGO,127,0,382379,0,707118,259,0,10,1,8000000,NO,FUGA
1379,M,46293,34.0,TEC,CAS,CONCEPCION,27,0,625389,0,0,147,18275,0,1,3100000,NO,NO FUGA
1380,F,690174,49.0,UNV,SOL,ARICA,138,0,44630,380799,0,0,0,747,1,4400000,NO,FUGA
1381,F,3229040,47.0,MED,CAS,SANTIAGO,59,0,1164820,0,0,77,0,0,1,8000000,NO,NO FUGA
1382,M,348365,51.0,MED,CAS,SANTIAGO,144,0,23825,0,371604,866,0,715,3,4700000,NO,FUGA
1383,F,4733057,34.0,TEC,VIU,SANTIAGO,90,0,7706,0,99016,1198,14801,181,3,2500000,SI,NO FUGA
1384,F,439913,42.0,MED,CAS,SANTIAGO,85,0,4609,0,13810,166,0,107,1,2300000,NO,FUGA
1385,M,2025932,44.0,UNV,CAS,SANTIAGO,82,0,220530,0,0,1501,0,0,1,8000000,NO,NO FUGA
1386,M,1489720,47.0,UNV,CAS,SANTIAGO,25,1085680,0,0,922588,1494,33675,412,2,8000000,NO,FUGA
1387,F,101775,29.0,TEC,SOL,SANTIAGO,93,0,42741,0,13421,699,0,0,1,1400000,NO,NO FUGA
1388,F,2124808,47.0,MED,CAS,SANTIAGO,73,0,424177,0,0,11,0,0,1,8000000,NO,NO FUGA
1389,M,446366,41.0,UNV,CAS,ARICA,138,0,72696,0,59238,0,0,6121,1,4600000,NO,FUGA
1390,F,294023,25.0,TEC,CAS,SANTIAGO,82,0,62587,0,324889,103,0,174,1,1600000,NO,FUGA
1391,M,478906,42.0,UNV,CAS,ARICA,138,0,759044,0,0,0,0,4006,1,3400000,NO,FUGA
1392,M,27139,45.0,MED,CAS,SANTIAGO,55,0,290926,423383,248658,20,0,1006,1,2300000,NO,FUGA
1393,M,674162,47.0,MED,SOL,ARICA,138,0,104366,0,0,34,0,0,1,3500000,SI,FUGA
1394,F,2340577,40.0,TEC,SOL,SANTIAGO,52,0,1032606,0,218627,1383,0,1244,1,8000000,NO,NO FUGA
1395,F,276516,41.0,UNV,CAS,SANTIAGO,73,0,0,0,0,0,0,0,0,5300000,NO,NO FUGA
1396,F,4379825,53.0,MED,CAS,SANTIAGO,155,0,66997,0,0,9,0,128236,1,8000000,NO,NO FUGA
1397,M,7803,54.0,MED,CAS,SANTIAGO,146,0,424545,0,143891,316,0,189,1,8000000,SI,FUGA
1398,M,4711253,48.0,UNV,CAS,SANTIAGO,55,484970,86073,0,492161,1515,248,3230,3,3100000,NO,FUGA
1399,M,37796,45.0,MED,CAS,SANTIAGO,105,0,272566,0,20162,1426,0,788,3,1400000,NO,FUGA
1400,M,440924,53.0,UNV,CAS,CONCEPCION,27,222103,100213,0,0,575,2308,2245,1,900000,NO,FUGA
1401,M,1558386,43.0,UNV,CAS,SANTIAGO,55,0,208401,0,291487,0,1337,0,1,2300000,SI,FUGA
1402,M,523589,37.0,TEC,CAS,ANTOFAGASTA,84,0,1423638,0,0,3,0,0,1,5300000,NO,NO FUGA
1403,F,490,42.0,MED,SOL,CONCEPCION,27,356408,169578,0,64971,434,0,0,1,3800000,SI,NO FUGA
1404,F,388586,25.0,TEC,SOL,COLBUN,44,0,201519,0,77746,0,0,26,0,1800000,NO,NO FUGA
1405,M,444529,51.0,MED,CAS,ARICA,138,0,20985,0,5531,0,0,2158,1,1900000,NO,FUGA
1406,F,330571,50.0,MED,CAS,SANTIAGO,139,0,0,0,0,0,0,0,0,5000000,NO,NO FUGA
1407,M,1856518,53.0,UNV,CAS,CONCEPCION,27,0,1485962,0,138238,0,1997,0,1,8000000,NO,FUGA
1408,F,79390,41.0,MED,SOL,VINA DEL MAR,40,0,253240,0,215940,0,0,191,0,6200000,SI,NO FUGA
1409,M,2880835,63.0,MED,SOL,SANTIAGO,17,0,812914,0,0,8251,0,0,2,8000000,NO,NO FUGA
1410,F,602088,25.0,MED,CAS,COYHAIQUE,64,0,133062,0,69664,121,0,1,1,2400000,NO,FUGA
1411,F,14536,43.0,TEC,SOL,SANTIAGO,59,0,47285,0,0,491,41657,0,1,8000000,SI,NO FUGA
1412,M,1214630,53.0,MED,CAS,SANTIAGO,85,0,213897,0,8002,15,0,0,1,5800000,NO,FUGA
1413,M,2118457,45.0,UNV,CAS,SANTIAGO,31,0,212473,0,1028908,284,7885,8211,2,8000000,NO,FUGA
1414,M,63652,27.0,UNV,SOL,PUERTO MONTT,60,0,50,0,67008,168,0,185,1,1500000,NO,NO FUGA
1415,F,1072881,45.0,UNV,CAS,SANTIAGO,54,0,41570,0,0,84,53,0,2,4800000,NO,NO FUGA
1416,M,4735695,42.0,MED,CAS,SANTIAGO,55,1331968,7625,0,36265,2811,15769,982,2,8000000,NO,FUGA
1417,M,42317,54.0,UNV,CAS,SANTIAGO,122,0,552631,0,6855,36,0,38,1,4000000,NO,FUGA
1418,F,229931,49.0,UNV,SOL,SANTIAGO,80,0,75296,0,173474,172,0,0,1,1900000,NO,FUGA
1419,M,401259,32.0,TEC,SOL,PUNTA ARENAS,71,661846,180064,0,84068,254,13102,2,1,2400000,NO,NO FUGA
1420,M,245963,26.0,UNV,CAS,ARICA,138,0,8113,0,25101,80,0,224,1,1800000,NO,FUGA
1421,F,301388,29.0,TEC,SOL,SANTIAGO,122,948384,115363,0,0,1293,0,108,1,800000,NO,NO FUGA
1422,M,125342,46.0,UNV,SOL,SANTIAGO,31,281729,0,0,0,143,0,0,1,1600000,NO,FUGA
1423,F,128175,36.0,UNV,CAS,SANTIAGO,16,0,121565,0,0,0,0,29,0,1600000,NO,NO FUGA
1424,F,80171,30.0,TEC,CAS,SANTIAGO,60,41193,94963,0,297657,591,0,1037,1,3100000,NO,NO FUGA
1425,M,102035,52.0,MED,CAS,CONCEPCION,27,0,125689,0,228046,0,0,226,1,5700000,SI,FUGA
1426,M,201223,55.0,UNV,CAS,SANTIAGO,76,605621,63968,0,99735,544,0,154,2,1300000,SI,FUGA
1427,M,42761,43.0,UNV,CAS,SANTIAGO,16,0,14684,0,122411,122,0,346,1,1500000,SI,FUGA
1428,F,22381,58.0,TEC,SOL,SANTIAGO,24,154003,400590,0,0,13,0,7679,1,3700000,SI,NO FUGA
1429,M,663405,49.0,UNV,SEP,SANTIAGO,127,0,122743,0,0,1,0,0,1,3100000,NO,FUGA
1430,M,41250,45.0,UNV,CAS,SANTIAGO,84,0,5472,0,66663,1211,0,1190,3,1200000,NO,FUGA
1431,M,323191,53.0,UNV,CAS,ARICA,138,1131560,112157,0,1161602,1253,6366,2003,3,3700000,NO,FUGA
1432,M,843643,53.0,UNV,CAS,ARICA,138,89246,125992,0,274086,263,0,607,3,1000000,SI,FUGA
1433,M,521837,27.0,BAS,SOL,SANTIAGO,67,0,83663,0,52435,129,0,0,1,2000000,NO,FUGA
1434,M,967467,55.0,UNV,SOL,ARICA,138,0,181806,0,1609,71,0,4,2,6600000,NO,FUGA
1435,M,382227,54.0,UNV,CAS,SANTIAGO,28,0,238684,0,0,62,0,286,1,1400000,NO,FUGA
1436,F,166830,61.0,MED,CAS,SANTIAGO,55,273608,31224,0,0,640,212,0,3,550000,NO,NO FUGA
1437,M,1200518,42.0,UNV,CAS,SANTIAGO,19,0,0,0,0,1329,346,563,1,3900000,NO,FUGA
1438,M,1258597,40.0,UNV,CAS,SANTIAGO,85,0,263762,0,0,570,0,0,2,4800000,NO,FUGA
1439,F,3668665,40.0,TEC,SOL,ANTOFAGASTA,123,690919,38052,0,306419,2476,12646,0,1,700000,NO,NO FUGA
1440,F,65896,51.0,MED,SEP,LOS ANDES,20,0,0,0,0,0,1784,0,0,2000000,NO,NO FUGA
1441,F,319188,47.0,UNV,CAS,SANTIAGO,64,0,207038,0,0,0,1711,0,0,6700000,NO,NO FUGA
1442,M,340798,49.0,UNV,CAS,LOS ANGELES,44,1019813,0,0,0,1964,0,0,1,2600000,SI,NO FUGA
1443,F,513148,47.0,MED,CAS,EL SALVADOR,72,0,65428,0,0,0,9021,0,0,6100000,NO,NO FUGA
1444,M,305034,45.0,UNV,CAS,SANTIAGO,31,0,0,0,7306,1635,0,794,3,2000000,SI,FUGA
1445,M,2912031,42.0,MED,CAS,SANTIAGO,19,0,0,0,223899,0,0,219,1,2000000,NO,FUGA
1446,M,546756,35.0,TEC,SOL,SANTIAGO,54,0,392389,0,0,0,16331,0,0,2100000,NO,NO FUGA
1447,M,18912,48.0,MED,CAS,SANTIAGO,55,396551,3720,0,382246,398,7429,28851,2,4600000,NO,FUGA
1448,F,410571,51.0,MED,CAS,SANTIAGO,90,0,867664,0,111348,1662,0,445,2,500000,NO,NO FUGA
1449,M,238824,27.0,UNV,CAS,SANTIAGO,126,0,66467,0,17710,83,0,0,1,1800000,SI,FUGA
1450,F,3030463,33.0,TEC,SEP,PUNTA ARENAS,108,1165363,84544,0,115283,1259,0,32,1,2800000,SI,NO FUGA
1451,F,8208032,34.0,MED,SEP,SANTIAGO,84,0,806,0,34861,508,0,266,1,1600000,SI,NO FUGA
1452,F,308118,39.0,TEC,CAS,SANTIAGO,16,0,186543,0,0,0,15395,0,0,2400000,NO,NO FUGA
1453,F,723309,36.0,MED,VIU,IQUIQUE,10,0,0,0,0,543,1673,203,1,3000000,NO,NO FUGA
1454,F,33225,61.0,MED,SOL,SANTIAGO,101,0,0,0,0,0,0,0,0,8000000,SI,NO FUGA
1455,F,20864,40.0,TEC,SOL,SANTIAGO,139,0,17146,0,13031,31,0,3,1,4100000,SI,NO FUGA
1456,M,164964,49.0,UNV,SOL,ARICA,138,0,11299,0,1035118,62,15727,8655,1,2400000,NO,FUGA
1457,M,31455,48.0,MED,CAS,SANTIAGO,55,0,531,0,47401,120,2550,272,1,1300000,NO,FUGA
1458,F,163836,43.0,TEC,CAS,COPIAPO,14,1113696,87264,0,214026,1427,0,55,1,500000,SI,NO FUGA
1459,M,1277129,40.0,UNV,SOL,CONCEPCION,27,0,388516,0,2084707,0,17777,1501,1,8000000,NO,FUGA
1460,M,831756,49.0,BAS,SEP,SANTIAGO,19,0,312141,0,0,570,1430,0,1,3100000,NO,FUGA
1461,M,196191,47.0,MED,CAS,ARICA,138,0,314225,0,278153,227,0,393,1,2400000,NO,FUGA
1462,M,563974,55.0,UNV,CAS,SANTIAGO,31,1104387,102666,0,290208,1671,0,435,1,4500000,SI,FUGA
1463,M,782109,42.0,UNV,CAS,SANTIAGO,55,0,168280,0,0,628,0,0,2,900000,NO,FUGA
1464,M,15420,45.0,UNV,CAS,SANTIAGO,55,226492,533787,0,0,116,0,4771,1,2300000,NO,FUGA
1465,F,97271,46.0,MED,CAS,SANTIAGO,55,0,414929,0,197715,0,0,89,0,8000000,NO,NO FUGA
1466,M,36377,42.0,UNV,CAS,SANTIAGO,83,0,740606,0,203630,410,0,7,2,3100000,NO,FUGA
1467,M,14409,49.0,MED,CAS,SANTIAGO,55,0,208745,0,242860,47,0,127,2,6200000,SI,FUGA
1468,M,294974,50.0,MED,CAS,ARICA,138,0,584434,0,61508,41,0,0,1,4500000,NO,FUGA
1469,M,765143,46.0,UNV,CAS,SANTIAGO,90,0,128287,0,1964103,1488,527,305,1,8000000,NO,FUGA
1470,M,666426,51.0,UNV,CAS,ARICA,138,208693,169224,0,107942,802,0,589,2,550000,NO,FUGA
1471,M,442161,45.0,UNV,CAS,SANTIAGO,31,0,1079550,0,0,42,0,0,1,2600000,NO,FUGA
1472,M,469944,47.0,UNV,CAS,ARICA,138,0,90065,0,0,0,0,2,1,1800000,NO,FUGA
1473,F,1665678,41.0,TEC,VIU,SANTIAGO,147,0,301472,0,0,0,15787,0,0,4200000,NO,NO FUGA
1474,M,197826,37.0,UNV,CAS,TALCAHUANO,27,0,444156,0,0,0,12991,0,1,1600000,NO,NO FUGA
1475,M,542509,46.0,UNV,CAS,SANTIAGO,149,0,80482,1267265,80111,21,0,7552,2,4600000,SI,FUGA
1476,M,1218063,54.0,MED,CAS,SANTIAGO,84,0,645445,0,0,0,41688,1878,0,8000000,NO,NO FUGA
1477,F,22301,50.0,TEC,SEP,COPIAPO,72,0,936936,0,406263,0,0,837,0,4800000,SI,NO FUGA
1478,F,9287,43.0,MED,SOL,SANTIAGO,93,0,8010,0,158367,2208,0,184,3,800000,SI,NO FUGA
1479,M,258961,55.0,UNV,CAS,SANTIAGO,55,0,246651,0,0,0,1651,0,1,1600000,NO,FUGA
1480,M,130582,43.5859204197639,UNV,CAS,SANTIAGO,31,0,1239039,0,952369,140,0,1075,2,1100000,NO,FUGA
1481,M,40861,55.0,MED,CAS,SANTIAGO,55,0,16387,0,0,41,0,0,1,5800000,NO,FUGA
1482,M,2780184,43.0,UNV,CAS,SANTIAGO,90,0,17909,0,189994,1475,0,115,2,3100000,NO,FUGA
1483,F,439941,53.0,UNV,CAS,CONCEPCION,27,0,196556,0,42026,570,0,605,2,1800000,NO,FUGA
1484,F,168047,52.0,MED,CAS,SANTIAGO,39,0,62959,0,0,10,0,2734,1,8000000,NO,NO FUGA
1485,M,324230,37.0,TEC,CAS,SANTA CRUZ,79,0,385729,0,77824,281,277,37,3,2300000,NO,NO FUGA
1486,M,29089,40.0,UNV,CAS,SANTIAGO,55,131944,46438,0,0,246,0,0,3,1900000,NO,FUGA
1487,F,324232,55.0,MED,CAS,CONCEPCION,68,0,20137,0,0,0,2593,0,0,1800000,NO,NO FUGA
1488,F,137447,39.0,TEC,SOL,ARICA,22,0,14586,0,0,1,0,0,1,3500000,NO,NO FUGA
1489,M,2907116,40.0,UNV,CAS,SANTIAGO,55,0,214031,0,20885,300,0,46,1,1700000,NO,FUGA
1490,M,483847,26.0,UNV,CAS,VINA DEL MAR,15,771038,649953,0,0,20,0,0,1,1200000,NO,NO FUGA
1491,F,31045,51.0,MED,SOL,ANTOFAGASTA,13,0,72973,0,0,68,0,0,1,1700000,SI,NO FUGA
1492,M,963054,54.0,EUN,SOL,SANTIAGO,59,0,291437,0,0,11,1466,0,1,8000000,NO,NO FUGA
1493,M,420687,47.0,UNV,SEP,SANTIAGO,31,0,297266,0,20505,26,0,112,1,1700000,NO,FUGA
1494,M,712652,38.0,UNV,CAS,LOS ANGELES,68,0,670891,0,0,9,0,29178,2,8000000,NO,NO FUGA
1495,M,448665,38.0,TEC,SEP,VINA DEL MAR,88,0,13723,0,1829848,366,0,2370,2,1300000,NO,NO FUGA
1496,M,929945,52.0,MED,CAS,CONCEPCION,27,1047558,32308,0,807855,1146,8214,1799,1,8000000,NO,FUGA
1497,M,143729,50.0,MED,VIU,SANTIAGO,122,0,118504,0,0,412,0,0,1,1400000,NO,NO FUGA
1498,F,458230,49.0,MED,CAS,PUERTO VARAS,62,0,0,0,0,1,0,0,1,2400000,NO,NO FUGA
1499,F,511399,39.0,TEC,SEP,SANTIAGO,48,0,122261,0,0,258,0,0,1,1900000,NO,NO FUGA
1500,F,31409,41.0,TEC,SOL,SANTIAGO,24,0,1370363,0,0,0,52395,0,0,6000000,NO,NO FUGA
1501,M,360686,41.0,MED,CAS,SANTIAGO,31,0,272870,0,691014,326,0,630,1,3700000,NO,FUGA
1502,M,601407,49.0,UNV,SOL,SANTIAGO,120,489975,66318,0,48027,319,0,164,1,3600000,NO,FUGA
1503,F,42941,39.0,MED,SOL,SANTIAGO,83,0,17455,0,76663,378,2688,116,1,3700000,SI,NO FUGA
1504,F,6503,45.0,UNV,CAS,SANTIAGO,31,486911,0,0,0,915,0,0,1,3500000,NO,FUGA
1505,M,344005,53.0,TEC,CAS,SANTIAGO,35,582746,150721,0,0,1048,2224,0,1,650000,SI,FUGA
1506,F,525047,42.0,MED,CAS,CONCEPCION,27,24534,6110,0,11976,199,0,88,2,1000000,NO,FUGA
1507,F,20064,54.0,TEC,VIU,SANTIAGO,80,0,490132,0,0,127,0,0,1,4700000,SI,NO FUGA
1508,F,38885,40.0,MED,SOL,SANTIAGO,92,0,681577,0,21329,0,0,0,0,2000000,SI,NO FUGA
1509,F,1090077,31.0,TEC,SOL,MELIPILLA,98,0,623394,0,0,43,0,36,1,1400000,NO,NO FUGA
1510,F,389590,28.0,UNV,CAS,CONCEPCION,27,0,9523,0,61415,81,0,0,1,1700000,NO,FUGA
1511,M,2490818,44.0,UNV,CAS,SANTIAGO,55,0,1532,0,53688,905,0,97,2,900000,NO,FUGA
1512,M,576335,40.0,TEC,CAS,LLANQUIHUE,62,0,313733,0,16072,17,13939,106,1,6300000,SI,NO FUGA
1513,M,299914,47.0,UNV,SOL,ARICA,138,0,84979,0,579617,0,0,2443,1,5700000,SI,FUGA
1514,F,442858,39.0,MED,CAS,RANCAGUA,96,0,11886,0,111231,110,0,0,1,1000000,NO,NO FUGA
1515,M,181690,45.0,UNV,CAS,SANTIAGO,31,970376,332002,0,1612828,423,3057,2129,1,4600000,NO,FUGA
1516,F,31029,34.0,TEC,SOL,SAN PEDRO,77,0,304549,0,14530,834,0,22,1,3200000,SI,NO FUGA
1517,F,16732,54.0,TEC,SOL,QUILPUE,17,0,31043,8942302,122876,0,0,2364,0,2100000,SI,NO FUGA
1518,M,285545,35.0,UNV,CAS,SANTIAGO,90,4791,470844,0,299783,159,4197,340,1,2800000,SI,NO FUGA
1519,M,4899115,44.0,UNV,CAS,SANTIAGO,55,0,33765,0,0,269,0,9,1,2400000,NO,FUGA
1520,M,3623265,43.0,MED,CAS,SANTIAGO,31,0,311452,0,0,0,0,354,1,2200000,NO,FUGA
1521,F,3961107,32.0,TEC,SOL,PUERTO VARAS,62,0,122824,0,0,778,5088,0,3,2800000,NO,NO FUGA
1522,F,48088,36.0,TEC,SOL,SANTIAGO,90,0,462154,0,0,0,39071,2,0,8000000,SI,NO FUGA
1523,F,231133,59.0,TEC,SOL,SANTIAGO,84,0,213208,0,0,53,0,0,1,1500000,NO,NO FUGA
1524,M,39608,29.0,UNV,CAS,LLANQUIHUE,153,0,994527,0,129184,0,0,23,0,1600000,NO,NO FUGA
1525,M,56726,52.0,MED,SOL,SANTIAGO,128,0,708868,0,0,0,22702,1111,1,3500000,NO,FUGA
1526,M,816299,50.0,MED,SOL,ARICA,138,214813,929926,0,1464914,1718,0,4254,2,3000000,NO,FUGA
1527,M,3880268,41.0,MED,CAS,SANTIAGO,55,0,10900,0,0,327,0,0,1,3000000,NO,FUGA
1528,M,78184,40.0,TEC,SOL,ARICA,138,0,164373,0,0,7,0,0,1,2000000,NO,FUGA
1529,M,16415,45.0,MED,CAS,SANTIAGO,120,0,23586,0,22018,1016,0,0,3,1300000,NO,FUGA
1530,F,296530,47.0,UNV,CAS,SANTIAGO,57,0,410448,0,16564,629,14482,0,2,1600000,NO,FUGA
1531,M,513041,58.0,TEC,SOL,CALAMA,12,0,77439,0,0,205,0,0,1,1900000,NO,NO FUGA
1532,M,414862,25.0,TEC,SOL,SANTIAGO,127,0,167868,0,0,0,0,0,0,2000000,NO,NO FUGA
1533,F,2274646,44.0,UNV,CAS,SANTIAGO,103,0,236199,0,0,0,385,0,1,1600000,SI,FUGA
1534,F,195306,45.0,MED,CAS,SANTIAGO,31,0,387284,0,0,7,0,0,1,1400000,NO,FUGA
1535,F,6347636,34.0,TEC,SEP,VINA DEL MAR,88,0,32174,0,0,1205,0,0,3,1000000,NO,NO FUGA
1536,M,194216,41.0,TEC,SOL,TEMUCO,66,0,0,0,0,203,956,0,1,2600000,NO,NO FUGA
1537,M,661501,47.0,UNV,CAS,SANTIAGO,90,1012365,379413,0,1958265,2599,8800,158,2,2900000,SI,FUGA
1538,M,189798,52.0,TEC,CAS,ARICA,138,0,579489,0,0,2672,0,455,1,1600000,NO,FUGA
1539,M,48239,37.0,TEC,CAS,VALPARAISO,47,0,141918,0,0,31,0,0,1,900000,NO,NO FUGA
1540,M,1505846,37.0,UNV,CAS,SANTIAGO,24,0,615717,0,1296958,296,24681,549,1,8000000,NO,NO FUGA
1541,F,719261,60.0,MED,CAS,SANTIAGO,149,0,100807,0,176939,0,0,1,0,3700000,NO,NO FUGA
1542,F,224947,49.0,UNV,CAS,SANTIAGO,76,0,6854,0,75688,42,0,16,1,1800000,SI,FUGA
1543,M,611842,33.0,UNV,CAS,CONCEPCION,27,0,5449,0,4902,300,0,4572,3,3200000,NO,FUGA
1544,M,1744563,41.0,TEC,CAS,SANTIAGO,54,0,270944,0,0,3,7131,1,1,8000000,SI,NO FUGA
1545,F,451223,41.0,TEC,CAS,PUERTO MONTT,60,402162,165597,0,0,46,0,69,1,1600000,NO,NO FUGA
1546,F,29114,33.0,TEC,SEP,VALDIVIA,74,0,298188,0,0,0,17190,608,0,4500000,SI,NO FUGA
1547,M,796427,47.0,UNV,CAS,VLLA ALEMANA,40,0,278581,0,785,50,0,1092,2,8000000,NO,NO FUGA
1548,M,11231,40.0,UNV,CAS,SANTIAGO,84,0,426093,0,328163,0,0,21,1,2800000,NO,FUGA
1549,M,1498532,59.0,TEC,CAS,PUERTO MONTT,60,0,20797,0,190577,2701,0,20742,1,8000000,NO,NO FUGA
1550,M,25511,45.0,UNV,CAS,SANTIAGO,19,0,70161,2812750,0,3,0,4164,1,2500000,NO,FUGA
1551,M,361015,47.0,UNV,SOL,SANTIAGO,38,0,197327,0,0,0,0,7133,1,1900000,NO,FUGA
1552,M,501142,52.0,TEC,CAS,SANTIAGO,39,0,0,0,314950,0,0,49,1,2800000,NO,FUGA
1553,F,4072523,32.0,TEC,CAS,LA SERENA,34,0,637986,0,0,19,0,0,1,6700000,NO,NO FUGA
1554,F,44572,44.0,MED,CAS,VINA DEL MAR,36,0,758975,0,0,87,0,0,1,1100000,NO,NO FUGA
1555,M,466932,55.0,UNV,SEP,SANTIAGO,31,0,0,0,0,0,0,27,1,2600000,NO,FUGA
1556,F,3501797,35.0,TEC,VIU,VINA DEL MAR,40,0,122397,0,0,27,264,0,1,1800000,NO,NO FUGA
1557,F,282062,49.0,UNV,CAS,SANTIAGO,24,0,265805,0,6591,62,0,0,1,2200000,NO,FUGA
1558,F,2661121,32.0,TEC,SOL,VALDIVIA,74,0,873761,0,117293,8,0,0,1,2800000,NO,NO FUGA
1559,M,59720,40.0,UNV,CAS,SANTIAGO,55,890293,222464,0,153626,1705,17541,444,2,4000000,NO,FUGA
1560,F,1046753,57.0,UNV,SOL,SANTIAGO,85,0,0,0,0,58,0,0,1,8000000,NO,NO FUGA
1561,F,850966,41.0,TEC,CAS,SANTIAGO,73,0,0,0,0,0,0,0,0,5300000,NO,NO FUGA
1562,M,78672,40.0,MED,CAS,SANTIAGO,102,0,37760,0,735240,419,0,136,1,4600000,NO,FUGA
1563,M,9809,40.0,MED,CAS,SANTIAGO,55,1959709,487742,0,712257,1877,4708,109,2,1800000,NO,FUGA
1564,F,377557,48.0,MED,SOL,PUERTO MONTT,60,0,283251,0,0,0,10359,0,0,2500000,NO,NO FUGA
1565,M,34875,49.0,UNV,SEP,SANTIAGO,53,719575,20047,0,0,552,0,68,2,1400000,SI,FUGA
1566,M,661305,51.0,UNV,CAS,SANTIAGO,82,0,161849,0,81790,113,0,778,1,2600000,NO,FUGA
1567,F,1630187,28.0,TEC,SOL,ANTOFAGASTA,13,0,683521,0,0,2,0,0,1,1400000,NO,NO FUGA
1568,F,1504908,34.0,TEC,SOL,SANTIAGO,125,0,122440,0,313691,60,4424,1,1,1800000,SI,NO FUGA
1569,M,52468,49.0,UNV,CAS,SANTIAGO,31,0,394724,0,948155,241,0,176,2,1500000,NO,FUGA
1570,M,413285,50.0,UNV,SOL,SANTIAGO,118,0,7333,0,236463,152,0,40,2,1500000,NO,FUGA
1571,F,488130,46.0,MED,CAS,SANTIAGO,142,0,292521,0,0,280,3396,0,1,4000000,NO,NO FUGA
1572,M,144171,30.0,TEC,CAS,SANTIAGO,117,0,37702,0,57666,7,0,2,1,1500000,NO,NO FUGA
1573,M,20423,50.0,UNV,CAS,SANTIAGO,55,0,393403,0,0,6,0,0,2,4200000,NO,FUGA
1574,M,298103,35.0,UNV,CAS,RANCAGUA,96,0,155030,0,55023,215,0,12,1,2000000,SI,NO FUGA
1575,M,16574,43.0,UNV,CAS,SANTIAGO,19,0,0,0,0,103,0,0,1,1900000,SI,FUGA
1576,M,449545,44.0,UNV,CAS,SANTIAGO,84,498051,39351,0,424924,118,0,473,1,1100000,NO,FUGA
1577,M,520679,45.0,UNV,CAS,SANTIAGO,31,0,392591,0,0,3222,0,111,1,1600000,NO,FUGA
1578,M,4741958,44.0,UNV,CAS,SANTIAGO,31,0,122766,0,0,1,0,32,1,2700000,SI,FUGA
1579,M,220519,42.0,UNV,CAS,SANTIAGO,55,0,356212,1035153,569223,2761,0,14705,2,2200000,NO,FUGA
1580,F,343587,56.0,MED,CAS,SANTIAGO,90,0,0,0,0,304,0,0,1,8000000,NO,NO FUGA
1581,F,682321,34.0,TEC,SOL,TALCAHUANO,27,0,0,0,73833,0,0,88,0,4200000,NO,NO FUGA
1582,M,65701,50.0,TEC,SOL,ARICA,138,0,0,0,29659,15,3135,0,1,1700000,NO,FUGA
1583,M,237960,52.0,UNV,CAS,SANTIAGO,146,0,737087,0,544897,537,0,4388,3,8000000,NO,FUGA
1584,M,16438,41.0,TEC,CAS,TEMUCO,66,0,0,0,0,168,682,0,1,2600000,NO,NO FUGA
1585,F,237976,30.0,TEC,SOL,SANTIAGO,90,0,425253,0,0,0,12165,0,0,1900000,NO,NO FUGA
1586,F,5253634,37.0,TEC,VIU,SANTIAGO,76,0,84245,0,0,0,0,0,0,5000000,NO,NO FUGA
1587,M,56557,55.0,UNV,CAS,SANTIAGO,31,0,246970,0,394,19,9324,0,1,1700000,NO,FUGA
1588,M,282653,54.0,TEC,CAS,CONCEPCION,27,0,63323,0,148099,209,0,0,1,2600000,NO,FUGA
1589,M,5738271,40.0,UNV,SEP,SANTIAGO,55,27652,2828,0,249261,1424,823,58,2,500000,NO,FUGA
1590,F,180812,49.0,UNV,CAS,ARICA,138,0,6661,0,441620,365,0,38,1,2000000,NO,FUGA
1591,M,854321,47.0,MED,CAS,SANTIAGO,128,0,0,0,7954,271,19059,367,2,3600000,NO,FUGA
1592,F,55664,39.0,TEC,SOL,SANTIAGO,140,0,0,0,0,6,0,0,1,2400000,SI,NO FUGA
1593,M,709551,48.0,UNV,CAS,SANTIAGO,152,0,0,0,415726,34,22709,91,1,4200000,NO,FUGA
1594,F,230161,44.0,MED,VIU,ARICA,138,0,0,0,0,0,0,0,1,7000000,NO,FUGA
1595,F,25177,44.0,TEC,VIU,SANTIAGO,49,463616,872215,0,0,1416,3495,204,1,1600000,SI,NO FUGA
1596,F,578726,30.0,UNV,CAS,HUASCO,33,0,722771,0,0,7,0,0,1,1700000,NO,NO FUGA
1597,M,6161208,44.0,UNV,CAS,SANTIAGO,55,510875,5090,0,198466,544,0,2,1,700000,NO,FUGA
1598,M,200930,55.0,UNV,SOL,SANTIAGO,45,479408,30260,0,992495,799,0,1005,1,2700000,NO,FUGA
1599,F,5319740,33.0,TEC,CAS,LOS LAGOS,74,0,470992,0,141713,0,0,183,0,5200000,NO,NO FUGA
1600,F,172623,39.0,UNV,CAS,PUERTO MONTT,60,0,359275,0,10173,469,0,0,2,1200000,NO,NO FUGA
